"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot)."
"Limba","Brassica","Broccoli","https://www.reinsaat.at/shop/EN/brassica/broccoli/limba/","[8,9,10,11,12,13]","Ko49","50 Seeds",false,"2.94 g",,"[15,16,17,18,19]","from mid- March to April. In glasshouse from the end of January.",,"1-2 cm",,,"4-5 g/acre.",,,"after 4-6 weeks outdoors",,"AJG, ARC SCO, XST","3-3,5 g",,,,,"15-20°C",,,,,,,,,"from August till mid-October. Ripening period approx. 65-75 days.",,,,"60 x 50 cm","40 x 40 cm - 45 x 45 cm",
"Leonora","Brassica","Broccoli","https://www.reinsaat.at/shop/EN/brassica/broccoli/leonora/","[8,9,10,11,12,13]","Ko50","50 Seeds",false,"2.58 g",,"[15,16,17,18,19]","from mid- March to April. In glasshouse from the end of January.",,"1-2 cm",,,"4-5 g/acre.",,,"after 4-6 weeks outdoors",,"AJG, ARC SCO, XST","3-3,5 g",,,,,"15-20°C",,,,,,,,,"from August till mid-October. Ripening period approx. 65-75 days.",,,,"60 x 50 cm","40 x 40 cm - 45 x 45 cm",
"Ramoso calabrese","Brassica","Broccoli","https://www.reinsaat.at/shop/EN/brassica/broccoli/ramoso_calabrese/","[8,9,10,11,12,13]","Ko51","50 Seeds",false,"3.81 g",,"[15,16,17,18,19]","from mid- March to April. In glasshouse from the end of January.",,"1-2 cm",,,"4-5 g/acre.",,,"after 4-6 weeks outdoors",,"AJG, ARC SCO, XST","3-3,5 g",,,,,"15-20°C",,,,,,,,,"from August till mid-October. Ripening period approx. 65-75 days.",,,,"60 x 50 cm","40 x 40 cm - 45 x 45 cm",
"Blanche ronde a oeuf","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/blanche_ronde_a_oeuf/","[10,11]","Me22","30 seeds",false,"3.97 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"RS-Me-10.19 (Nala)","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/rs-me-10.19_nala/","[10,11]","Me13","50 Seeds",false,"4.26 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Oriental Mix","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/oriental_mix/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko69","für ca.4-5 m²",false,"1.68 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Kono","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/kono/","[10,11]","Me17","45 Seeds",true,"4.15 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Luiza","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/luiza/","[10,11]","Me14","45 Seeds",true,"4.33 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Nero","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/nero/","[10,11]","Me21","30 sedds",true,"5.40 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Tsakoniki","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/tsakoniki/","[10,11]","Me15","30 Seeds",true,"4.54 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Cesky Rany","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/cesky_rany/","[10,11]","Me20","30 seeds",true,"4.53 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Violetta lunga 3","Aubergine / Eggplants",,"https://www.reinsaat.at/shop/EN/aubergine_eggplants/violetta_lunga_3/","[10,11]","Me12","50 Seeds",true,"3.80 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Ruby Streak","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/ruby_streak/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko73","1 g",true,"1.60 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Tatsoi","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/tatsoi/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko68","für ca. 500 Pflanzen",true,"2.02 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Runa","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/runa/",,"Pa60","30 Korn",false,"8.30 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Blanche ronde a oeuf","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/blanche_ronde_a_oeuf/","[10,11]","Me22","30 seeds",false,"3.97 g",,"[14,15,16,17,18,19]","[2,3,4,5,6]","75x50 cm; leave maximally 3 shoots","approx. 1 cm",,,"1 g for approx. 130-150 plants; TSW 3-5 g","January to end of February at 22-25°C; planting from February to beginning of May",,,,,,,,,,,,,"[5,6,7,8,9,10]",,,,,,,,,,,,
"Golden Frills","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/golden_frills/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko71","1.5 g",true,"1.78 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Rouge metis","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/rouge_metis/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko62","für ca. 500 Pflanzen",true,"1.66 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Mibuna","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/mibuna/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko59","1 g",true,"2.18 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Wasabino","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/wasabino/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko74","1 g",true,"1.74 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Bok Choy","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/bok_choy/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko76","1 g",true,"1.76 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Mizuna","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/mizuna/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko64","für ca. 500 Pflanzen",true,"1.82 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Green Wave","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/green_wave/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko63","1g",true,"1.65 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Grün im Schnee","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/gruen_im_schnee/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko66","für ca. 500 Pflanzen",true,"1.94 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Namenia","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/namenia/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko65","1 g",true,"1.83 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Purple Wave","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/purple_wave/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko61","für ca. 500 Pflanzen",true,"1.08 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Pak Choi White Celery Mustard","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/pak_choi_white_celery_mustard/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko60","1 g",true,"2.52 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Goccia D'Oro","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/goccia_d_oro/",,"Pa29","25 seeds",false,"6.17 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Garnet Giant","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/garnet_giant/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko70","1 g",true,"1.75 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Red Giant","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/red_giant/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko67","für ca. 500 Pflanzen",true,"1.58 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Tall Utah 52/70","Celery","Stem celery","https://www.reinsaat.at/shop/EN/celery/stem_celery/tall_utah_52_70/","[8,9,10]","Se18","0.1 g",false,"0.42 g",,"[13,14,15,16,17,18,19,20,21,22]","[4,5,6]","30-35 cm within the row; 30 cm row spacing,","light germinator, only cover slightly with humus",,,,"April-May",,"in the greenhouse from beginning of April; outdoors from mid-April (first setting under foil/fleece)",,,,,,,,,,,"[7,8,9,10]",,,,,,,,,,,,
"Golden Streak","Lettuce","Asian leaf vegetables","https://www.reinsaat.at/shop/EN/lettuce/asian_leaf_vegetables/golden_streak/","[5,6,7,8,9,10,11,12,13,14,15,16,17]","Ko72","1 g",true,"1.50 g",,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]","[13,14,15,16,17,18,19,20,21,22,23,24]","broad sowing or in rows with a spacing of approx. 15-20 cm; 2-3 cm within the row","approx. 1-2 cm",,,"bunches: 80-100 g/are; cut leaves: 150-180 g/are; TSW 2.5-3.5 g; approx. 80 grains/running metre",,,,,,,,,,,,,,"[1,2,3,4,5,6,19,20,21,22,23,24]",,,,,,,,,,,,
"Neusiedler Ideal","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/neusiedler_ideal/",,"Pa53","35 Seeds",false,"5.86 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Albaregia","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/albaregia/",,"Pa24","35 Seeds",false,"5.65 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Pusztagold","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/pusztagold/",,"Pa22","35 Seeds",false,"6.81 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Goccia D'Oro","Sweet pepper","Lamuyo-type pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/lamuyo-type_pepper/goccia_d_oro/",,"Pa29","25 seeds",false,"6.17 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Barkan","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/barkan/",,"Pa9","35 Seeds",true,"7.16 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Quadrato d’Asti rosso","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/quadrato_d_asti_rosso/",,"Pa11","35 Seeds",true,"7.20 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Quadrato d’Asti giallo","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/quadrato_d_asti_giallo/",,"Pa12","35 Seeds",true,"7.11 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Sweet Chocolate","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/sweet_chocolate/",,"CV105","30 Seeds",true,"6.48 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Violetta","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/violetta/",,"Pa19","35 Seeds",true,"6.93 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Cubo Orange","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/cubo_orange/",,"Pa20","15 Seeds",true,"7.07 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"RS-Pa-02.23 (Gloriette)","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/rs-pa-02.23_gloriette/",,"Pa55","25 Seeds",true,"6.40 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Afrodita","Sweet pepper","Bell pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/bell_pepper/afrodita/",,"Pa61","30 Seeds",true,"6.15 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Dulce Italiano","Sweet pepper","Lamuyo-type pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/lamuyo-type_pepper/dulce_italiano/",,"Pa13","35 Seeds",true,"5.71 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Hamik","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/hamik/",,"Pa26","12 Seeds",true,"7.30 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Merino","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/merino/",,"Pa6","35 Seeds",true,"5.40 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
"Arwen","Sweet pepper","Snack sweet pepper","https://www.reinsaat.at/shop/EN/sweet_pepper/snack_sweet_pepper/arwen/",,"Pa76",,true,"6.59 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","50x70 cm in the greenhouse, 40x40 cm outdoors","approx. 1 cm",,,"5-10 g/are; TSW 6.5-10 g.","from mid to end of February, planting out in the greenhouse from mid to end of April; in warm outdoor locations from mid-May; germination temperature 22°C",,,,,,,,,,,,,"[8]",,,,,,,,,,,,
