"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot).","Aussaat/ Pflanzung Freiland","Artikelnummer","Portionsinhalt","Tausendkorngewicht (TKG)","Ernte","Pflanzung Freiland","Voranzucht","Aussaat","Abstände","Anbau","Abstand","Saatgutbedarf","Saattiefe","Blütezeit","Legezeit","Pflanzabstände","Pflanzgutbedarf","Pflanztiefe","Vermehrer","Pflanzung","Stecktiefe","Direktsaat","Tausendkornmasse","Keimtemperatur","1. Ernte","Aussaat/ Pflanzung Gewächshaus","Voranzucht bis Ernte","Entwicklungszeit","Aussaat/Voranzucht","Präzisionssaatgut","Vorkultur","Kulturdauer","Saatttiefe","10-stufigen Skala 0 (mild) - 10 (extrem scharf)."
"Marglobe","Tomaten/Paradeiser","Salattomate","https://www.reinsaat.at/shop/DE/tomaten_paradeiser/salattomate/marglobe/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To12","30 Korn","1.87 g","[14,15,16,17,18]","[9,10]","[3,4,5,6]",,"Gewächshaus (Doppelreihen) 60x50-60 cm",,,,"0,5 - 1 cm",,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,"1,6 – 3,5 g","20 – 24°C",,,,,"im Gewächshaus von Januar bis Anfang April",,,,,
"Bolstar Granda","Tomaten/Paradeiser","Salattomate","https://www.reinsaat.at/shop/DE/tomaten_paradeiser/salattomate/bolstar_granda/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To4",,"3.93 g","[14,15,16,17,18]","[9,10]","[3,4,5,6]",,"Gewächshaus (Doppelreihen) 60x50-60 cm",,,,"0,5 - 1 cm",,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,"1,6 – 3,5 g","20 – 24°C",,,,,"im Gewächshaus von Januar bis Anfang April",,,,,
"Yellow Donut","Tomaten/Paradeiser","Fleischtomate","https://www.reinsaat.at/shop/DE/tomaten_paradeiser/fleischtomate/yellow_donut/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To40","35 Korn","3.30 g","[14,15,16,17,18]","[9,10]","[3,4,5,6]",,"Gewächshaus (Doppelreihen) 60x50-60 cm",,,,"0,5 - 1 cm",,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,"1,6 – 3,5 g","20 – 24°C",,,,,"im Gewächshaus von Januar bis Anfang April",,,,,
"Groninger","Kohlgewächse","Rosenkohl","https://www.reinsaat.at/shop/DE/kohlgewaechse/rosenkohl/groninger/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8,9,10,11,12]","Ko55","0.5 g","3.84 g","[19,20,21,22,23,24]",,"[5,6,7,8,9,10]",,"60 x 50 cm, 60 x 60 cm, 60 x 75 cm",,,"7,5 – 10 g/a","1 – 2 cm",,,,,,"DBO, RFE",,,,"3 – 4,5 g","12 – 20° C",,,"Voranzucht von Anfang März bis Ende Mai.",,,,,,,
"Roma Strièe","Tomaten/Paradeiser","Saucentomate","https://www.reinsaat.at/shop/DE/tomaten_paradeiser/saucentomate/roma_stri_e/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To41","25 Korn","2.70 g","[14,15,16,17,18]","[9,10]","[3,4,5,6]",,"Gewächshaus (Doppelreihen) 60x50-60 cm",,,,"0,5 - 1 cm",,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,"1,6 – 3,5 g","20 – 24°C",,,,,"im Gewächshaus von Januar bis Anfang April",,,,,
"Buttercup Burgess","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/buttercup_burgess/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü41","8 Korn","174.00 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Blue Kuri","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/blue_kuri/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü43","8 Korn","187.00 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Uchiki Kuri","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/uchiki_kuri/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü78","10 Korn","198.96 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Cocozelle von Tripolis","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/cocozelle_von_tripolis/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu10","10 Korn","136.60 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Blue Kuri","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/blue_kuri/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü43","8 Korn","187.00 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Speckled Swan","Kürbis","Zierkürbis","https://www.reinsaat.at/shop/DE/kuerbis/zierkuerbis/speckled_swan/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü66","10 Korn","196.18 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Costates Romanesco","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/costates_romanesco/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu11","ca. 10 Pflanzen","212.02 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Buttercup Burgess","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/buttercup_burgess/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü41","8 Korn","174.00 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Uchiki Kuri","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/uchiki_kuri/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü78","10 Korn","198.96 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Rondini","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/rondini/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü22","10 Korn","74.29 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Black Beauty","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/black_beauty/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu13","10 Korn","150.18 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Verde di Macerata","Neue Sorten 2023",,"https://www.reinsaat.at/shop/DE/neue_sorten_2023/verde_di_macerata/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7,8,9,10,11,12,13,14]","Ko95","50 Korn","4.43 g","[12,13,14,15,16,17,18,19,20]",,"[5,6]","Vorkultur ab Mitte März (im Gewächshaus ab Jänner) mit","50 x 50, 60 x 75",,,"bei Voranzucht 2 – 4 g/a","1 cm",,,,,,"BSA, XST, SAT",,,,"2,5 – 3,5 g","15 – 20°C",,,,,,"mind. 90% Keimfähigkeit",,,,
"Rouge vif d‘Etampes","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/rouge_vif_d_etampes/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü12","8 Korn","285.69 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Futsu Black","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/futsu_black/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü24","10 Korn","92.82 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Zapallito","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/zapallito/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü27","10 Korn","246.63 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Muscade de Provence","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/muscade_de_provence/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü26","8 Korn","164.99 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Gele Centenaar","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/gele_centenaar/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü11","10 Korn","277.26 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Mischung kleinfrüchtig","Kürbis","Zierkürbis","https://www.reinsaat.at/shop/DE/kuerbis/zierkuerbis/mischung_kleinfruechtig/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü60","1.5 g","55.43 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Zucchini Selektion ReinSaat","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/zucchini_selektion_reinsaat/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu8","10 Korn","164.17 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Trombetta di Albenga","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/trombetta_di_albenga/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü29","10 Korn","116.46 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Zuboda","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/zuboda/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu9","10 Korn","151.58 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Hokkaido Orange","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/hokkaido_orange/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü9","9 Korn","224.64 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Red Kuri","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/red_kuri/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü10","10 Korn","210.37 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Solor","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/solor/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü32","8 Korn","207.49 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Table Queen","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/table_queen/",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü21","10 Korn","102.89 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Kronenkürbis","Kürbis","Zierkürbis","https://www.reinsaat.at/shop/DE/kuerbis/zierkuerbis/kronenkuerbis/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü68","10 Korn","50.68 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Mini Bottle","Kürbis","Zierkürbis","https://www.reinsaat.at/shop/DE/kuerbis/zierkuerbis/mini_bottle/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü72","10 Korn","72.79 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Green Hokkaido","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/green_hokkaido/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü16","10 Korn","186.89 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Blue Ballet","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/blue_ballet/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü13","für ca. 6-10 Pflanzen","241.10 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Striato d‘Italia","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/striato_d_italia/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu12","10 Korn","128.97 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Custard White","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/custard_white/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü18","9 Korn","91.98 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Vegetable Spaghetti","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/vegetable_spaghetti/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü20","10 Korn","162.72 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Bleu de Hongrie","Kürbis","Speisekürbis","https://www.reinsaat.at/shop/DE/kuerbis/speisekuerbis/bleu_de_hongrie/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü28","9 Korn","324.11 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Jack o‘Lantern","Kürbis","Zierkürbis","https://www.reinsaat.at/shop/DE/kuerbis/zierkuerbis/jack_o_lantern/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Kü73","10 Korn","180.30 g","[16,17,18,19,20]",,"in Töpfen von Ende April bis Anfang Mai",,"2 m Reihenabstand, in der Reihe ca. 1 m",,,"Direktsaat: ca. 100 – 140 Korn/a,","2 – 3 cm",,,,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP",,,"ins Freiland ab Mitte Mai nach den letzten Frösten","200 – 500 g, sortenbedingt",,,,,,,,,,,
"Gold Rush","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/gold_rush/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu25","10 Korn","109.87 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Temprano de Argelia","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/temprano_de_argelia/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu16","10 Korn","130.98 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
"Alberello","Zucchini",,"https://www.reinsaat.at/shop/DE/zucchini/alberello/",,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10,11]","Zu15","10 Korn","145.64 g","[13,14,15,16,17]",,"[8,9]","ab Mitte April zur Pflanzung","ca. 100 x 100 Pflanzabstand",,,"ca. 50 g/a","ca. 3 cm",,,,,,"BSA, JPE, GHO, MAH, PWA, RFE, SPE, WAP",,,"ab Anfang Mai (in warmen Lagen)","100 – 200 g",,,,,,,,,,,
